Lat	Long	Soil_Type	Soil_Class	SoilDepth	HzSimb	HzDeIn	HzDeFn	HzVal	Silt	Clay	Sand	pH_KCL	C	C_N	BD
-5.883	-59.667	no value given	PVA casc. méd.	200	B21	80	110	5	20	36	44	4.2	0.33	11	1.4
-5.883	-59.667	no value given	PVA casc. méd.	200	A12	5	20	2	19	8	73	4	1.17	11	1.4
-5.883	-59.667	no value given	PVA casc. méd.	200	A11	0	5	1	25	10	65	4.2	3.12	12	1.4
-5.883	-59.667	no value given	PVA casc. méd.	200	B22	110	160	6	25	32	43	4.1	0.27	14	1.4
-15.433	-59.650	0	HGP a Tb méd.	200	C2	50	80	4	15.1	14.3	70.6	3.7	0.3	10	1.4
-15.433	-59.650	0	HGP a Tb méd.	200	C1	30	50	3	12.1	11	76.9	3.8	0.5	10	1.4
-15.433	-59.650	0	HGP a Tb méd.	200	C3g	80	115	5	16.9	19.7	63.4	3.7	0.7	10	1.4
-15.433	-59.650	0	HGP a Tb méd.	200	A1	0	10	1	16.6	4.8	78.6	3.8	0.8	10	1.4
-15.433	-59.650	0	HGP a Tb méd.	200	AC	10	30	2	2.7	13	84.3	3.8	1	10	1.4
-14.617	-59.633	Podzólico Vermelho-Amarelo Eutrófico	PE3	200	B22t	115	160	5	28.8	48.2	23	5	0.6	10	1.4
-14.617	-59.633	Podzólico Vermelho-Amarelo Eutrófico	PE3	200	B21t	65	115	4	26.4	44.4	29.2	5	0.7	10	1.4
-14.617	-59.633	Podzólico Vermelho-Amarelo Eutrófico	PE3	200	B1cn	30	65	3	31.3	27.9	40.8	4.5	0.9	10	1.4
-14.617	-59.633	Podzólico Vermelho-Amarelo Eutrófico	PE3	200	A3cn	15	30	2	33.1	18.8	48.1	4.5	1.3	10	1.4
-14.617	-59.633	Podzólico Vermelho-Amarelo Eutrófico	PE3	200	A1cn	0	15	1	39.1	17.1	43.8	4.9	3.5	10	1.4
-11.417	-59.633	PVA epieutr. Ativ. Baixa mod. Text. Arg.	PVA	200	B21	40	60	3	37.6	44.4	18	5.2	0.3	6	1.4
-11.417	-59.633	PVA epieutr. Ativ. Baixa mod. Text. Arg.	PVA	200	A3	20	40	2	47.6	33.4	19	5.1	1	9	1.4
-11.417	-59.633	PVA epieutr. Ativ. Baixa mod. Text. Arg.	PVA	200	A1	0	20	1	45.1	31.8	23.1	5.2	2.6	10	1.4
-11.417	-59.633	PVA epieutr. Ativ. Baixa mod. Text. Arg.	PVA	200	B22	60	90	4	38.2	48.9	12.9	5.5	0.4	13	1.4
-11.417	-59.633	PVA epieutr. Ativ. Baixa mod. Text. Arg.	PVA	200	B3	90	100	5	39.4	47	13.6	5.7	0.4	20	1.4
-10.233	-59.633	Ct ál. At. Baixa méd.	Ct	200	(B3)	130	155	6	25	30	45	3.6	0.23	6	1.4
-10.233	-59.633	Ct ál. At. Baixa méd.	Ct	200	(B22)	95	130	5	26	30	44	3.6	0.36	7	1.4
-10.233	-59.633	Ct ál. At. Baixa méd.	Ct	200	A3	10	50	2	32	25	43	3.5	0.82	9	1.4
-10.233	-59.633	Ct ál. At. Baixa méd.	Ct	200	(B21)	75	95	4	25	27	48	3.5	0.48	10	1.4
-10.233	-59.633	Ct ál. At. Baixa méd.	Ct	200	A1	0	10	1	29	19	52	3.3	2.53	10	1.4
-10.233	-59.633	Ct ál. At. Baixa méd.	Ct	200	(B1)	50	75	3	32	24	44	3.6	0.63	11	1.4
-15.967	-59.600	0	HL a Tb aren./méd.	200	A1	0	20	1	13.2	5.5	81.3	4.5	0.1	10	1.4
-15.967	-59.600	0	HL a Tb aren./méd.	200	B21 tpl	100	160	5	9.6	14	76.4	3.8	0.1	10	1.4
-15.967	-59.600	0	HL a Tb aren./méd.	200	B21tpl	65	100	4	15.2	9.4	75.4	3.8	0.2	10	1.4
-15.967	-59.600	0	HL a Tb aren./méd.	200	B1	35	65	3	25	5	70	4	0.4	10	1.4
-15.967	-59.600	0	HL a Tb aren./méd.	200	A3	20	35	2	12.4	6.6	81	4	0.6	10	1.4
-14.767	-59.600	0	PE Tb méd./arg.	200	B22t	70	100	5	32.1	45.6	22.3	5.5	0.5	10	1.4
-14.767	-59.600	0	PE Tb méd./arg.	200	B21t	50	70	4	29.8	43.7	26.5	5.3	0.9	10	1.4
-14.767	-59.600	0	PE Tb méd./arg.	200	B1	25	50	3	35.5	34.3	30.2	5.4	1.6	10	1.4
-14.767	-59.600	0	PE Tb méd./arg.	200	A3	10	25	2	57.9	21.4	20.7	5.6	6.9	10	1.4
-14.767	-59.600	0	PE Tb méd./arg.	200	A1	0	10	1	74.4	11.4	14.2	6.1	11.1	10	1.4
-14.333	-59.600	0	BV arg.	200	C	125	170	6	44.4	21.6	34	4.8	0.2	10	1.4
-14.333	-59.600	0	BV arg.	200	B3t	100	125	5	39	32.8	28.2	4.6	0.2	10	1.4
-14.333	-59.600	0	BV arg.	200	B21t	45	62	3	26.4	46.1	27.5	5.1	0.7	12	1.4
-14.333	-59.600	0	BV arg.	200	A3	25	45	2	39.4	30.2	30.4	5.4	1.2	12	1.4
-14.333	-59.600	0	BV arg.	200	B22t	62	100	4	31.2	36.3	32.5	4.7	0.3	15	1.4
-14.333	-59.600	0	BV arg.	200	A1	0	25	1	44.3	15.8	39.9	6	4	15	1.4
-16.217	-59.567	0	PE Tb ab. Aren./méd.	200	B21	70	115	4	10.4	25.4	64.2	4.1	0.41	4.1	1.4
-16.217	-59.567	0	PE Tb ab. Aren./méd.	200	B22	115	155	5	9.9	26.8	63.3	4.3	0.37	4.3	1.4
-16.217	-59.567	0	PE Tb ab. Aren./méd.	200	A22	35	70	3	11.5	9.6	78.9	4.9	120	4.9	1.4
-16.217	-59.567	0	PE Tb ab. Aren./méd.	200	A21	10	35	2	9.4	6.6	84	5.3	1.42	5.3	1.4
-16.217	-59.567	0	PE Tb ab. Aren./méd.	200	A1	0	10	1	10.3	6	83.7	5.3	1.72	5.3	1.4
-5.900	-59.567	LVA d. m arg.	LVA	200	A1	0	10	1	38	56	6	4.4	2.07	5.914285714	1.4
-5.900	-59.567	LVA d. m arg.	LVA	200	A3	10	40	2	28	67	5	5	1.36	9.714285714	1.4
-5.900	-59.567	LVA d. m arg.	LVA	200	B1	40	90	3	19	75	6	5.1	0.84	10.5	1.4
-15.067	-59.533	0	R a aren.	200	A12	15	30	2	13.8	8	78.2	4	2.4	10	1.4
-15.067	-59.533	0	R a aren.	200	A11	0	15	1	15.4	6.8	77.8	3.8	4.3	10	1.4
-10.617	-59.500	AQ ál. 	AQ	200	A1	0	10	1	15	7	78	3.6	1.19	11	1.4
-10.617	-59.500	AQ ál. 	AQ	200	A3	10	25	2	22	6	72	3.5	0.98	14	1.4
-10.617	-59.500	AQ ál. 	AQ	200	C2	50	90	4	15	11	74	4.3	0.55	18	1.4
-10.617	-59.500	AQ ál. 	AQ	200	C1	25	50	3	18	10	72	3.9	0.79	20	1.4
-15.150	-59.483	0	PE Tb ab méd./arg.	200	B22t	130	170	5	16.3	47.2	36.5	4.2	0.3	10	1.4
-15.150	-59.483	0	PE Tb ab méd./arg.	200	B21t	80	130	4	15.8	54.6	29.6	4.8	0.4	10	1.4
-15.150	-59.483	0	PE Tb ab méd./arg.	200	B1	40	80	3	16.5	45.4	38.1	5.7	0.6	10	1.4
-15.150	-59.483	0	PE Tb ab méd./arg.	200	A3	15	40	2	21.3	23.1	55.6	5.5	1.2	10	1.4
-15.150	-59.483	0	PE Tb ab méd./arg.	200	A1	0	15	1	24.8	13.5	61.7	5.7	3.9	10	1.4
-12.750	-59.483	0	C a Tb méd.	200	IIC1	70	90	5	27.22	26.1	46.68	5.7	0.1	5	1.4
-12.750	-59.483	0	C a Tb méd.	200	IIC2	90	120	6	33.22	31.08	35.7	5.7	0.1	5	1.4
-12.750	-59.483	0	C a Tb méd.	200	BC	55	70	4	20.79	17.83	61.38	5.7	0.11	5	1.4
-12.750	-59.483	0	C a Tb méd.	200	(B)	30	55	3	14.4	15.15	70.45	5.7	0.2	10	1.4
-12.750	-59.483	0	C a Tb méd.	200	A1	0	10	1	7.77	10.68	81.55	5.7	0.7	12	1.4
-12.750	-59.483	0	C a Tb méd.	200	A3	10	30	2	13.32	12.25	74.43	5.7	0.5	13	1.4
-15.133	-59.467	0	R d méd.	200	A12	15	45	2	13.3	10	76.7	3.9	1.9	10	1.4
-15.133	-59.467	0	R d méd.	200	A11	0	15	1	13.1	7.3	79.6	5.1	4.2	10	1.4
-8.017	-59.467	PVA ál. At. Baixa méd.	PVA	200	B21	55	80	5	28	28	44	3.6	0.37	9	1.4
-8.017	-59.467	PVA ál. At. Baixa méd.	PVA	200	B22	80	110	6	27	32	41	3.8	0.38	13	1.4
-8.017	-59.467	PVA ál. At. Baixa méd.	PVA	200	B12	40	55	4	31	22	47	3.5	0.51	13	1.4
-8.017	-59.467	PVA ál. At. Baixa méd.	PVA	200	B11	25	40	3	33	18	49	3.5	0.61	15	1.4
-8.017	-59.467	PVA ál. At. Baixa méd.	PVA	200	A3	3	25	2	28	17	55	3.2	0.96	16	1.4
-8.017	-59.467	PVA ál. At. Baixa méd.	PVA	200	A1	0	3	1	30	9	61	3.3	2.51	19	1.4
-16.083	-59.450	Solo Litólico álico	PVd5	200	A12	15	30	2	45.1	26.1	28.8	3.9	1	5	1.4
-16.083	-59.450	Solo Litólico álico	PVd5	200	A11	0	15	1	43.4	25.6 	31	3.8	4.3	15	1.4
-15.733	-59.433	0	LV d méd.	200	B22	95	160	5	30.8	27.6	41.6	5.5	0.5	13	1.4
-15.733	-59.433	0	LV d méd.	200	B1	30	55	3	33.2	20.3	46.5	4.5	1.2	13	1.4
-15.733	-59.433	0	LV d méd.	200	B21	55	95	4	33.1	25.3	41.6	5.2	0.7	14	1.4
-15.733	-59.433	0	LV d méd.	200	A1	0	15	1	34	16.8	49.2	4.1	3	15	1.4
-15.733	-59.433	0	LV d méd.	200	A3	15	30	2	31.4	19.3	49.3	4.1	2.2	16	1.4
-15.350	-59.433	0	PV d Tb méd./méd. casc.	200	B21t	55	110	4	8.9	32.7	58.4	4.6	0.3	8	1.4
-15.350	-59.433	0	PV d Tb méd./méd. casc.	200	B22	110	160	5	20.9	27.5	51.6	4.8	0.3	10	1.4
-15.350	-59.433	0	PV d Tb méd./méd. casc.	200	A3	15	25	2	12.9	20.9	66.2	4.8	0.7	14	1.4
-15.350	-59.433	0	PV d Tb méd./méd. casc.	200	B1	25	55	3	15.1	27.1	57.8	4.4	0.7	14	1.4
-15.350	-59.433	0	PV d Tb méd./méd. casc.	200	A1	0	15	1	16.6	10.1	73.3	5.3	1.6	15	1.4
-15.017	-59.433	0	PV d Tb méd./arg.	200	B23	145	180	6	11.9	34.2	53.9	5.3	0.3	10	1.4
-15.017	-59.433	0	PV d Tb méd./arg.	200	B21t	55	100	4	10.1	37.1	52.8	4.7	0.4	10	1.4
-15.017	-59.433	0	PV d Tb méd./arg.	200	B1	25	55	3	12.3	32.3	55.4	4.2	0.6	10	1.4
-15.017	-59.433	0	PV d Tb méd./arg.	200	A3	10	25	2	10.5	21.4	68.1	4.3	0.9	10	1.4
-15.017	-59.433	0	PV d Tb méd./arg.	200	A1	0	10	1	12.8	14	73.2	4.7	2.7	10	1.4
-15.017	-59.433	0	PV d Tb méd./arg.	200	B22t	100	145	5	11.3	35.7	53	5	0.4	13	1.4
-14.683	-59.433	Cambissolo distrófico	PE13	200	A1	0	30	1	12.2	36.3	51.5	4.9	1.4	13	1.4
-14.683	-59.433	Cambissolo distrófico	PE13	200	C	110	170	5	23.4	27	49.6	5	0.3	15	1.4
-14.683	-59.433	Cambissolo distrófico	PE13	200	(B)1	30	60	2	21.1	34	44.9	4.3	0.6	15	1.4
-14.683	-59.433	Cambissolo distrófico	PE13	200	(B)3	80	110	4	25.9	26.8	47.3	5	0.4	20	1.4
-14.683	-59.433	Cambissolo distrófico	PE13	200	(B)2	60	80	3	21.7	28.4	49.9	4.8	0.4	20	1.4
-14.667	-59.433	0	SC d c/ B câmb. Tb méd.	200	(B)22cn	70	100	4	24.4	21	54.6	5.3	0.3	10	1.4
-14.667	-59.433	0	SC d c/ B câmb. Tb méd.	200	(B)21cn	50	70	3	29.8	24.1	46.1	4.8	0.7	14	1.4
-14.667	-59.433	0	SC d c/ B câmb. Tb méd.	200	Ap	0	20	1	12	33.5	54.5	4.7	1.6	16	1.4
-14.667	-59.433	0	SC d c/ B câmb. Tb méd.	200	A3cn	20	50	2	19.6	33	47.4	4.3	1.1	18	1.4
-12.167	-59.433	0	AQd	200	C2	100	170	5	4.63	2.42	92.95	4.7	0.3	15	1.4
-12.167	-59.433	0	AQd	200	AC	40	60	3	3.73	2	94.27	4.7	0.4	20	1.4
-12.167	-59.433	0	AQd	200	C1	60	100	4	5.38	2.04	92.58	4.7	0.4	20	1.4
-12.167	-59.433	0	AQd	200	A12	20	40	2	2.69	2.35	94.96	4.5	0.4	20	1.4
-12.167	-59.433	0	AQd	200	A11	0	20	1	2.87	1.76	95.37	4.2	0.8	20	1.4
-1.283	-59.433	no value given	PVA casc. arg.	200	A1	0	15	1	22	18	60	4	1.63	9	1.4
-1.283	-59.433	no value given	PVA casc. arg.	200	B22	90	120	5	14	52	34	4.4	0.31	10	1.4
-1.283	-59.433	no value given	PVA casc. arg.	200	B21	55	90	4	14	52	34	4.1	0.41	10	1.4
-1.283	-59.433	no value given	PVA casc. arg.	200	A3	15	35	2	23	27	50	3.8	1.06	12	1.4
-1.283	-59.433	no value given	PVA casc. arg.	200	B1	35	55	3	17	37	46	4	0.68	14	1.4
-15.017	-59.417	0	PE Tb méd./arg.	200	B22t	80	140	4	15.8	45.9	38.3	5.1	0.6	10	1.4
-15.017	-59.417	0	PE Tb méd./arg.	200	B21	45	80	3	15.8	49.2	35	5.2	0.8	10	1.4
-15.017	-59.417	0	PE Tb méd./arg.	200	A3	15	45	2	24.9	39.4	35.7	5.6	1.5	10	1.4
-15.017	-59.417	0	PE Tb méd./arg.	200	A1	0	15	1	42.6	20.7	36.7	6	7.4	10	1.4
-14.850	-59.417	0	PV d Tbéd./arg.	200	B22t	115	160	5	17.9	32.9	49.2	4	0.2	10	1.4
-14.850	-59.417	0	PV d Tbéd./arg.	200	A3	10	25	2	20.6	16	63.4	4	0.2	10	1.4
-14.850	-59.417	0	PV d Tbéd./arg.	200	B1	25	60	3	16.7	28.8	54.5	4	0.3	10	1.4
-14.850	-59.417	0	PV d Tbéd./arg.	200	B21t	60	115	4	16.9	37.9	45.2	4	0.3	10	1.4
-14.850	-59.417	0	PV d Tbéd./arg.	200	A1	0	10	1	30.2	11	58.8	5	1.4	10	1.4
-10.183	-59.417	PVA at. Baixa arg.	PVA	200	B22	90	140	5	27	48	25	3.7	0.37	9	1.4
-10.183	-59.417	PVA at. Baixa arg.	PVA	200	B21	50	90	4	34	40	26	3.7	0.47	9	1.4
-10.183	-59.417	PVA at. Baixa arg.	PVA	200	B1	25	50	3	37	32	31	3.4	0.68	11	1.4
-10.183	-59.417	PVA at. Baixa arg.	PVA	200	A3	5	25	2	36	26	38	3.6	0.89	15	1.4
-10.183	-59.417	PVA at. Baixa arg.	PVA	200	A1	0	5	1	35	16	49	3.7	3.3	23	1.4
-13.467	-59.383	0	HL d Tb méd. 	200	B2pl	60	150	4	11.1	22.6	66.3	4.5	0.4	10	1.4
-13.467	-59.383	0	HL d Tb méd. 	200	B1	30	60	3	14	21.9	64.1	4.2	0.5	10	1.4
-13.467	-59.383	0	HL d Tb méd. 	200	A3	15	30	2	13.8	21.2	65	4.1	1	10	1.4
-13.467	-59.383	0	HL d Tb méd. 	200	A1	0	15	1	18.3	19.8	61.9	3.9	2.3	10	1.4
-10.817	-59.383	CL ál. At. Baixa arg.	CL	200	AC	20	40	2	49.9	39.6	10.5	4	1.4	12	1.4
-10.817	-59.383	CL ál. At. Baixa arg.	CL	200	A	0	20	1	41.5	46.5	12	3.7	4	18	1.4
-16.283	-59.367	0	PE Tb méd./arg.	200	B1	40	70	3	8.8	35.1	56.1	4.4	1.52	4.4	1.4
-16.283	-59.367	0	PE Tb méd./arg.	200	B2	70	130	4	14.9	29.1	56	4.6	10.03	4.6	1.4
-16.283	-59.367	0	PE Tb méd./arg.	200	A3	15	40	2	13.1	23.9	63	4.8	127	4.8	1.4
-16.283	-59.367	0	PE Tb méd./arg.	200	B3	130	160	5	15.6	31.6	52.8	5.1	31.6	5.1	1.4
-16.283	-59.367	0	PE Tb méd./arg.	200	A1	0	15	1	15.2	10.3	74.5	5.2	1.12	5.2	1.4
-11.183	-59.367	PVA eutr. Abrúptico ativ. Baixa eraco text. Med.	PVA	200	B	40	50	3	41.6	23.7	34.7	4.9	0.3	10	1.4
-11.183	-59.367	PVA eutr. Abrúptico ativ. Baixa eraco text. Med.	PVA	200	BC	50	60	4	47	28.9	24.1	4.9	0.4	10	1.4
-11.183	-59.367	PVA eutr. Abrúptico ativ. Baixa eraco text. Med.	PVA	200	A1	0	20	1	69.1	6.1	24.8	4.8	1.3	12	1.4
-11.183	-59.367	PVA eutr. Abrúptico ativ. Baixa eraco text. Med.	PVA	200	A3	20	40	2	53.9	12	34.1	4.8	0.4	13	1.4
-11.183	-59.367	PVA eutr. Abrúptico ativ. Baixa eraco text. Med.	PVA	200	C	60	70	5	47.6	31.4	21	5.2	0.3	15	1.4
-15.283	-59.350	0	PV d Tb cn.méd./arg.	200	B3cn	80	110	4	22.5	42.6	34.9	4.3	0.5	10	1.4
-15.283	-59.350	0	PV d Tb cn.méd./arg.	200	B2tcn	40	80	3	22	45.8	32.2	4.1	0.9	10	1.4
-15.283	-59.350	0	PV d Tb cn.méd./arg.	200	B1cn	20	40	2	32.9	37.2	29.9	4.4	1.9	10	1.4
-15.283	-59.350	0	PV d Tb cn.méd./arg.	200	A	0	20	1	40	30.6	29.4	4.3	5.9	10	1.4
-10.917	-59.350	LVE ál. Mod. Text. M. arg.	LVE	200	B21	60	90	4	27.6	67.4	5	4	0.6	12	1.4
-10.917	-59.350	LVE ál. Mod. Text. M. arg.	LVE	200	A3	20	40	2	28.5	66.6	4.9	3.8	1.4	12	1.4
-10.917	-59.350	LVE ál. Mod. Text. M. arg.	LVE	200	A1	0	20	1	28	66	6	3.7	2.8	12	1.4
-10.917	-59.350	LVE ál. Mod. Text. M. arg.	LVE	200	B22	90	120	5	28.5	65.5	6	4.1	0.5	15	1.4
-10.917	-59.350	LVE ál. Mod. Text. M. arg.	LVE	200	B1	40	60	3	29.2	65	5.8	3.8	0.9	15	1.4
-10.650	-59.350	LVE endoál. M. arg. 	LVE	200	B23	140	170	6	26.8	63.9	9.3	6.3	0.7	10	1.4
-10.650	-59.350	LVE endoál. M. arg. 	LVE	200	B22	100	140	5	30.4	61.5	8.1	6.1	0.8	10	1.4
-10.650	-59.350	LVE endoál. M. arg. 	LVE	200	B21	60	100	4	20.9	69	10.1	5.3	1.3	10	1.4
-10.650	-59.350	LVE endoál. M. arg. 	LVE	200	B1	40	60	3	18.5	70.1	11.4	4.4	2.7	10	1.4
-10.650	-59.350	LVE endoál. M. arg. 	LVE	200	A3	20	40	2	22.1	66.3	11.6	4.2	3.6	10	1.4
-10.650	-59.350	LVE endoál. M. arg. 	LVE	200	A1	0	20	1	29.5	56.9	13.6	4.2	5.4	10	1.4
-3.650	-59.350	LH d text. marg.	LH	200	B2pl	80	120	4	33	66	1	3.7	0.29	6	1.4
-3.650	-59.350	LH d text. marg.	LH	200	B1pl	30	80	3	51	48	1	3.7	0.3	6	1.4
-3.650	-59.350	LH d text. marg.	LH	200	A3	10	30	2	56	43	1	3.6	0.47	7	1.4
-3.650	-59.350	LH d text. marg.	LH	200	A1	0	10	1	58	40	2	3.7	1.36	7	1.4
-15.217	-59.333	0	HGP e Ta méd.	200	IIC2g	70	120	4	22.1	5.8	72.1	3.8	0.1	10	1.4
-15.217	-59.333	0	HGP e Ta méd.	200	IIC1	35	70	3	15.3	18.6	66.1	3.5	0.1	10	1.4
-15.217	-59.333	0	HGP e Ta méd.	200	AC	10	35	2	16.4	10.6	73	4	0.6	10	1.4
-15.217	-59.333	0	HGP e Ta méd.	200	A1	0	10	1	20	8.9	71.1	5.9	1.3	10	1.4
-15.050	-59.333	0	PV d Tb méd./arg.	200	B1t	100	150	5	7.6	51.9	40.5	4.7	0.3	10	1.4
-15.050	-59.333	0	PV d Tb méd./arg.	200	B1	50	100	4	22.4	34.1	43.5	4	0.5	10	1.4
-15.050	-59.333	0	PV d Tb méd./arg.	200	A3	25	50	3	27	30.7	42.3	4.6	0.8	10	1.4
-15.050	-59.333	0	PV d Tb méd./arg.	200	A12	5	25	2	17.9	34.5	47.6	5.9	1.4	10	1.4
-15.050	-59.333	0	PV d Tb méd./arg.	200	A11	0	5	1	34.5	22.1	43.4	5.9	3.8	10	1.4
-13.717	-59.333	0	AQd	200	AC	20	40	2	6.99	2.93	90.08	4.5	0.7	14	1.4
-13.717	-59.333	0	AQd	200	A1	0	20	1	3.75	3.44	92.81	4	1	14	1.4
-13.717	-59.333	0	AQd	200	C	40	60	3	8.26	3.58	88.16	4.6	0.6	20	1.4
-11.067	-59.333	LVA epiál. M. arg.	LVA	200	B23	0	0	6	23.8	67.7	8.5	5	0.5	10	1.4
-11.067	-59.333	LVA epiál. M. arg.	LVA	200	B22	140	170	5	20.1	72.7	7.2	4.5	0.8	10	1.4
-11.067	-59.333	LVA epiál. M. arg.	LVA	200	B21	100	140	4	16.1	75.2	8.7	4.2	0.9	10	1.4
-11.067	-59.333	LVA epiál. M. arg.	LVA	200	B1	30	100	3	15.9	74.4	9.7	4	1.3	10	1.4
-11.067	-59.333	LVA epiál. M. arg.	LVA	200	A3	15	30	2	20.4	70.3	9.3	3.8	2	10	1.4
-11.067	-59.333	LVA epiál. M. arg.	LVA	200	A1	0	15	1	25.4	62.7	11.9	3.6	3.5	10	1.4
-16.050	-59.317	no value given	PV d Tb méd./arg. 	200	B3	110	150	5	20.4	50.1	29.5	4.3	0.3	8	1.4
-16.050	-59.317	no value given	PV d Tb méd./arg. 	200	B2	65	110	4	19.6	52.5	27.9	4.3	0.4	8	1.4
-16.050	-59.317	no value given	PV d Tb méd./arg. 	200	B1	30	65	3	20.9	49.4	29.7	4.2	0.5	8	1.4
-16.050	-59.317	no value given	PV d Tb méd./arg. 	200	A1	0	15	1	31.6	22.7	45.7	4.2	1.2	9	1.4
-16.050	-59.317	no value given	PV d Tb méd./arg. 	200	A3	15	30	2	28.4	31.1	40.5	4.1	0.8	11	1.4
-14.950	-59.317	0	PE Tb méd. casc./ arg. Casc. 	200	B22t	120	160	5	26.7	38.9	34.4	5.5	0.3	10	1.4
-14.950	-59.317	0	PE Tb méd. casc./ arg. Casc. 	200	B21t	65	120	4	17.7	27.4	54.9	5.5	0.4	10	1.4
-14.950	-59.317	0	PE Tb méd. casc./ arg. Casc. 	200	B1	25	65	3	21.5	15.8	62.7	5.6	0.5	10	1.4
-14.950	-59.317	0	PE Tb méd. casc./ arg. Casc. 	200	A3	10	25	2	27.1	11.7	61.2	5.8	1.2	10	1.4
-14.950	-59.317	0	PE Tb méd. casc./ arg. Casc. 	200	A1	0	10	1	27.9	12.2	59.9	6.1	3.1	10	1.4
-16.267	-59.300	0	HL a Tb méd./arg.	200	B2pl	55	110	4	33.2	42.5	24.3	3.5	0.78	3.5	1.4
-16.267	-59.300	0	HL a Tb méd./arg.	200	B1pl	20	55	3	32.6	31.7	35.7	3.6	1.02	3.6	1.4
-16.267	-59.300	0	HL a Tb méd./arg.	200	A3	5	20	2	33.5	18.5	48	3.6	1.81	3.6	1.4
-16.267	-59.300	0	HL a Tb méd./arg.	200	A1	0	5	1	33.7	14.2	52.1	4	2.37	4	1.4
-15.567	-59.300	0	PE Tb arg./marg.	200	B22t	110	160	5	18.2	62.1	19.7	5.8	0.4	10	1.4
-15.567	-59.300	0	PE Tb arg./marg.	200	B21t	65	110	4	17.4	65.1	17.5	5.7	0.6	10	1.4
-15.567	-59.300	0	PE Tb arg./marg.	200	B1	35	65	3	14.9	67.4	17.7	5.5	0.9	10	1.4
-15.567	-59.300	0	PE Tb arg./marg.	200	A3	15	35	2	27.4	40.9	31.7	6.6	1.4	10	1.4
-15.567	-59.300	0	PE Tb arg./marg.	200	A1	0	15	1	36.9	22	41.1	6.8	2.3	10	1.4
-15.417	-59.300	0	R d méd. casc.	200	A12	15	35	2	25.4	10.7	63.9	3.9	1.2	10	1.4
-15.417	-59.300	0	R d méd. casc.	200	A11	0	15	1	26.6	9.1	64.3	4.1	1.8	10	1.4
-13.750	-59.300	0	LVd marg.	200	B23	110	170	6	16.38	62.47	21.15	5.5	0.6	20	1.4
-13.750	-59.300	0	LVd marg.	200	B22	85	110	5	16.64	62.15	21.21	5.5	0.9	23	1.4
-13.750	-59.300	0	LVd marg.	200	B21	65	85	4	22.5	61.35	16.15	5.3	1	33	1.4
-13.750	-59.300	0	LVd marg.	200	A1	0	20	1	25.89	54.88	19.23	4.3	3.2	36	1.4
-13.750	-59.300	0	LVd marg.	200	A3	20	40	2	24.09	64.92	10.99	4.7	1.6	40	1.4
-13.750	-59.300	0	LVd marg.	200	B1	40	65	3	19.76	64.08	16.16	5	0.9	45	1.4
-13.650	-59.300	0	AQ a 	200	C2	65	110	4	1	12.9	86.1	4.3	0.4	10	1.4
-13.650	-59.300	0	AQ a 	200	C1	30	65	3	2.3	10.5	87.2	4.3	0.4	10	1.4
-13.650	-59.300	0	AQ a 	200	AC	12	30	2	1.7	8.3	90	4	0.5	10	1.4
-13.650	-59.300	0	AQ a 	200	A1	0	12	1	2.3	6.5	91.2	4	0.6	10	1.4
-13.650	-59.300	0	AQ a 	200	C3	110	160	5	1.8	11.8	86.4	4.4	3	10	1.4
-11.500	-59.300	PVA d. at. baixa arg.	PVA	200	B24	150	180	7	17.8	56.9	25.3	5.6	0.2	10	1.4
-11.500	-59.300	PVA d. at. baixa arg.	PVA	200	B22	90	120	5	18.5	58.2	23.3	5.1	0.4	10	1.4
-11.500	-59.300	PVA d. at. baixa arg.	PVA	200	B21	60	90	4	17.4	60.2	22.4	4.5	0.5	10	1.4
-11.500	-59.300	PVA d. at. baixa arg.	PVA	200	B233	120	150	6	18.3	58.1	23.6	5.1	0.6	10	1.4
-11.500	-59.300	PVA d. at. baixa arg.	PVA	200	B1	40	60	3	20	55.9	24.1	4.3	0.7	10	1.4
-11.500	-59.300	PVA d. at. baixa arg.	PVA	200	A3	20	40	2	21.4	40.9	37.7	4.2	0.9	10	1.4
-11.500	-59.300	PVA d. at. baixa arg.	PVA	200	A1	0	20	1	29.5	25.7	44.8	4.8	1.5	10	1.4
-13.633	-59.283	Latossolo Vermelho Escuro distrófico	LEd3	200	B21	50	95	4	17.6	57.6	24.8	5.2	0.8	13	1.4
-13.633	-59.283	Latossolo Vermelho Escuro distrófico	LEd3	200	B1	25	50	3	16.8	59	24.2	4.8	1.1	14	1.4
-13.633	-59.283	Latossolo Vermelho Escuro distrófico	LEd3	200	B22	95	0	5	19.2	54.4	26.4	5.3	0.8	16	1.4
-13.633	-59.283	Latossolo Vermelho Escuro distrófico	LEd3	200	A3	10	25	2	15.5	52.2	32.3	4.2	1.9	19	1.4
-13.633	-59.283	Latossolo Vermelho Escuro distrófico	LEd3	200	A1	0	10	1	17.5	45	37.5	4.1	3.4	19	1.4
-12.833	-59.283	Areia Quartzosa distrófica	AQd8	200	C2	70	130	4	4.18	7.8	88.02	4.7	0.2	10	1.4
-12.833	-59.283	Areia Quartzosa distrófica	AQd8	200	AC	20	40	2	4.88	3.64	91.48	4.4	0.6	12	1.4
-12.833	-59.283	Areia Quartzosa distrófica	AQd8	200	C1	40	70	3	5.68	5.44	88.88	4.5	0.4	13	1.4
